 MRK M_P SD_P M_XtX SD_XtX XtXst log10(1/pval)
     592   0.09114749   0.02271844  95.92634424  12.92334050  81.82126621   0.73232998
     593   0.44301030   0.20153510  79.17438707  13.61033387  95.55480022   0.10468670
     594   0.16917878   0.04788955 111.81065445  14.65525329  95.73432793   0.09915755
     595   0.11777716   0.03632462  96.27507591  13.31794030  78.44386061   0.96190722
     596   0.48953461   0.06798662 124.46129423   4.97740085 155.36898500   3.18365894
     597   0.06693187   0.01485534  96.26679501  13.21572710  85.25983817   0.53250539
     598   0.09523704   0.02051079  98.70427912  13.75736006  95.32298602   0.11191259
     599   0.07934816   0.01468284  95.23368955  14.38556448  81.68700633   0.74080241
     600   0.10178305   0.04245747  94.66904874  15.21404920  72.31209464   1.47544744
     601   0.19312995   0.04821974 107.07528293  11.74685226  97.79693062   0.03969309
     602   0.36955184   0.15240509  81.22525611  11.91612707  98.49485184   0.02120000
     603   0.04712639   0.00951479  97.94965218  12.98545167  82.87892270   0.66739289
     604   0.04742367   0.00820338  98.21828857  13.14452835 108.91575272   0.29276113
     605   0.46517259   0.14867004  79.97360404   9.94582491  97.21223644   0.05580723
     606   0.05541356   0.01179287  99.53307178  13.62377122  98.00058958   0.03421415
     607   0.05749853   0.01169861  96.41900940  13.51278894 102.60666416   0.08711668
     608   0.19132070   0.03579755  94.69403970  12.42676650 114.40090621   0.51168113
     609   0.07925859   0.02590645  96.06499324  13.82500404  97.63556702   0.04408302
     610   0.15215499   0.05119910 101.30890966  13.69396474  82.17836779   0.71004843
     611   0.08892116   0.01716421 101.81051942  13.53213878  92.01769849   0.22604176
     612   0.03855009   0.00656268  97.62035100  13.25747291 108.62405289   0.28215795
     613   0.15721849   0.04175642 100.42386113  13.13987471  94.10663386   0.15145677
     614   0.18233594   0.06488034 109.36021068  14.74254016  92.11724178   0.22228864
     615   0.17079859   0.03679577 101.83135925  12.45471346 102.74362493   0.09105277
     616   0.84582704   0.03038914  81.19607183  12.30923962  99.29276646   0.00101879
     617   0.33165185   0.05366688 113.31768808   8.35621836 138.85450238   1.90733616
     618   0.48725522   0.06423576 141.32866862   5.37965147 177.74568122   5.25426617
     619   0.10974678   0.01878164  99.43632833  13.08182081 112.31727039   0.42417596
     620   0.14931762   0.02494472  95.34543107  12.89371208 111.36710059   0.38603178
     621   0.57713194   0.06205390 122.08870199   4.53501654 151.48012940   2.86198646
     622   0.07047808   0.01260765  97.88089705  13.82260637 115.03837348   0.53950357
     623   0.27632302   0.06413394  86.79560019  12.34642615 108.03739323   0.26115354
     624   0.18130664   0.06282216 103.21427468  13.52706361  88.99118953   0.35024878
     625   0.13842294   0.03353784 100.01080785  13.04038752  95.05349421   0.12043640
     626   0.81924298   0.03872062  84.74545659  12.61906829  97.97793655   0.03482019
     627   0.02951608   0.00682321  96.37679446  13.52657962  87.46775133   0.42057553
     628   0.15283520   0.04476425 107.21115894  12.66078782 105.61732299   0.17904443
     629   0.21889661   0.04558570 101.26975247  12.48038275 100.48791577   0.02920059
     630   0.10470931   0.03266034  98.09939412  13.05331274  94.36927441   0.14268308
     631   0.14373555   0.04347913  98.99270681  13.22116726 103.18624542   0.10393320
     632   0.35973496   0.07487104 107.26853275  10.97188995 127.13357552   1.15733295
     633   0.42839344   0.11887232  85.94587369   8.93918438 106.89863855   0.22160645
     634   0.20730319   0.06024670 101.55831483  13.12197244 100.74586481   0.03595371
     635   0.05957554   0.01059774  97.84663842  14.88339304 101.65571276   0.06043217
     636   0.06775872   0.01884948  98.21697854  13.90619434  67.05095974   2.03227711
     637   0.13218232   0.02828195  97.82385286  12.59987739  81.37176112   0.76090213
     638   0.12788260   0.02881745 106.03169221  11.80722281 102.07685254   0.07211077
     639   0.01638834   0.00281854  97.37217838  12.57113733  95.33655887   0.11148682
     640   0.19576892   0.06447876 111.63138348  13.40708905  71.79060371   1.52551084
     641   0.16893032   0.04110781 103.37902294  13.61416150  90.47488855   0.28686831
     642   0.40333267   0.11399209  89.36087164   9.60028785 107.92982032   0.25734855
     643   0.09426404   0.01675387  98.26186625  12.95752654 106.39665692   0.20468743
     644   0.45353603   0.05948254 130.66723056   4.81723315 161.86135936   3.74731743
     645   0.04599356   0.00863001  97.09729327  14.01443707  92.79342934   0.19732936
     646   0.05936927   0.00998578  97.46312552  12.16219032 105.45956529   0.17394603
     647   0.12498691   0.02890601  95.81791494  13.88924974 105.69986639   0.18172446
     648   0.10276963   0.05725188  97.40297062  13.68900356  52.48504294   4.32324505
     649   0.10978728   0.02137598  99.67316519  12.63267764 105.94551158   0.18975050
     650   0.06597163   0.01255279 103.28266721  14.14790807 107.52745623   0.24324428
     651   0.16911001   0.04145626  97.62353836  13.64322616  66.84471073   2.05657431
     652   0.24724224   0.05243010 115.17206075  13.17957198 106.37991900   0.20412872
     653   0.07824354   0.01290241 100.94168803  13.63916555 115.85591435   0.57590065
     654   0.12799031   0.02070716  97.61612542  12.42461482 112.53033088   0.43288100
     655   0.18825358   0.06546967 104.22147497  13.06638457 101.62427618   0.05956926
     656   0.17529348   0.04553009 101.21389843  12.83083792  91.96881679   0.22789223
     657   0.07163305   0.01759470  95.55069684  12.06688759  98.42180525   0.02309834
     658   0.70215471   0.10929168  86.20450901  11.49197028 100.92519327   0.04069709
     659   0.36828974   0.08667203  94.32627889   9.80545207 116.84095521   0.62081651
     660   0.07509197   0.02414527 102.54199135  13.32371338  85.86405308   0.50065703
     661   0.17542550   0.04023475 101.93317378  12.46877475  92.08423258   0.22353094
     662   0.10539219   0.02531834  99.14607219  12.31606257  91.21518218   0.25705193
     663   0.14933572   0.02600436  96.32495555  13.22166234 106.53467211   0.20930778
     664   0.08782237   0.01657421  91.91734760  15.44169060 100.77109377   0.03661863
     665   0.27191287   0.05216466  95.60350102  11.75880648 117.70055533   0.66095445
     666   0.11532698   0.02184718  99.08763870  14.09785382  97.75957635   0.04070547
     667   0.27958394   0.07731291  92.05807249  12.43398946 113.63616718   0.47895192
     668   0.06267003   0.01166998 100.26518606  13.89598275 107.25459359   0.23379436
     669   0.05292739   0.00939569  97.83723563  13.00894670  88.73148667   0.36185406
     670   0.04183703   0.00639608  98.60068340  12.56151839 100.89424421   0.03987561
     671   0.20170891   0.07563658 110.07661557  14.73664615  96.29794866   0.08217384
     672   0.13928442   0.02918174  97.67690781  12.63168723  98.68399166   0.01632456
     673   0.14072066   0.02946669  89.51305504  12.14859783 106.53688568   0.20938208
     674   0.06098040   0.01785969  99.86181564  13.88163884  85.63807344   0.51245891
     675   0.05915887   0.01696012  96.59412139  14.09296620  92.64267914   0.20281359
     676   0.83092454   0.04377178  86.07806654  13.18049726 105.57753110   0.17775550
     677   0.06404377   0.01651424  95.90654434  14.50857889  75.21744699   1.21547760
     678   0.04347032   0.00829008  98.48459158  12.68508694 110.05969296   0.33536192
     679   0.26733519   0.05284794  99.14957244  11.12540931 121.58904828   0.85332635
     680   0.42199446   0.10685037  87.53130534   8.36496573 106.34752591   0.20304842
     681   0.23422246   0.04705411  95.94728685  11.84795081 117.50647622   0.65181576
     682   0.19027730   0.03168084  94.26477675  12.22377349 113.18491998   0.45997236
     683   0.55120945   0.07590499 110.17528452   4.64159938 136.67454326   1.75737721
     684   0.11730121   0.02401109 107.40483220  13.34655075  90.27045089   0.29531124
     685   0.06094973   0.00918825  97.66446638  12.73381953 108.30479392   0.27067427
     686   0.13074869   0.02017544 102.10179460  12.75639080 120.13917441   0.77954784
     687   0.29468760   0.06082186 103.49959094  11.60376866 126.59845765   1.12651130
     688   0.10649391   0.02421056 101.29971631  12.52297988  93.01316647   0.18941699
     689   0.09196185   0.01874685  99.06854980  13.35592075  80.40067453   0.82466330
     690   0.05368924   0.00979362 102.76226380  13.24837097 104.18428785   0.13387473
     691   0.23652029   0.04641083  86.50519447  11.51936263 105.66560942   0.18061116
     692   0.24689452   0.06292598  82.51332896  12.07200814 102.77028361   0.09182163
     693   0.06977493   0.01889809  99.51154432  13.56474810  84.13429546   0.59437008
     694   0.29062826   0.07072838 109.35517514  12.31723978  61.67894097   2.73334654
     695   0.06124601   0.01545007  95.34226515  14.18900998  87.66459234   0.41117999
     696   0.11901804   0.02524383 101.35575235  13.46903291  99.38557418   0.00126708
     697   0.05840013   0.00940954  97.26450442  12.61225283 111.97983725   0.41050307
     698   0.09156237   0.02493028  99.62654672  12.64718251  98.32317281   0.02567531
     699   0.07413654   0.02453849  99.98355982  13.85921077  87.08340260   0.43919086
     700   0.13085975   0.03537755  98.18608249  13.68098689  94.66821164   0.13285573
     701   0.35856644   0.10198146  87.61049748  11.05845220 106.48123801   0.20751614
     702   0.12888948   0.02802090  97.13990267  13.43869082  77.47637382   1.03426933
     703   0.05947397   0.01016396  97.03863890  11.96154550 102.35458410   0.07993336
     704   0.03680802   0.00878381  99.60130823  12.78360241  99.87109889   0.01338575
     705   0.16918233   0.04624238 104.21620851  14.14891913  94.81447569   0.12810849
     706   0.41599760   0.11473396  87.24223453   9.39042211 105.24654067   0.16711093
     707   0.32336743   0.05968509 109.75130187  10.37678471 135.08042630   1.65066017
     708   0.04474584   0.01098731  95.29225360  13.95100630  86.63287916   0.46147069
     709   0.05733484   0.01285978  95.38264660  12.10474785  86.57191620   0.46452396
     710   0.07521545   0.01968011  95.51283904  14.91643394  82.99536047   0.66043709
     711   0.06060296   0.01121889  98.98393024  12.98767952 101.55902603   0.05778210
     712   0.12662477   0.03786828  95.39712838  13.29322322  57.62982309   3.36597588
     713   0.07753037   0.01837242  95.75415941  12.85461331  75.88124336   1.16040029
     714   0.14744857   0.03254019  82.70703879  13.12524079  96.49681150   0.07631553
     715   0.09826784   0.03648167  98.97126687  13.76363909  95.06519457   0.12006356
     716   0.39583018   0.09108671  91.71154178   7.96684258 114.82916811   0.53031874
     717   0.13843142   0.04705879 101.94907870  11.87959325  87.44716664   0.42156345
     718   0.17132598   0.08911244 107.27399479  14.99371122  69.13999559   1.79702971
     719   0.07390801   0.01544485 100.39666964  11.60032313  78.14534554   0.98390874
     720   0.10418273   0.04296125 100.54202726  13.64240275  67.10984310   2.02537646
     721   0.16945311   0.04389329  97.59591104  12.48284227 108.79244736   0.28826612
     722   0.08441115   0.01993351 102.48932139  13.43768072  93.09848019   0.18637092
     723   0.05962293   0.01078853  99.31059052  13.87368386  81.77547158   0.73521397
     724   0.03388402   0.00677319  98.56242892  13.34243675 102.08482074   0.07233387
     725   0.06714555   0.01756515  99.08711387  13.54322171  83.99201097   0.60243049
     726   0.07905656   0.01289050  97.17449362  12.72636829 104.56163591   0.14551974
     727   0.30083694   0.06528432  93.63039299  10.62871114 116.33193798   0.59746193
     728   0.03571650   0.00658509  96.64709824  13.38781296  78.31482421   0.97138227
     729   0.13114979   0.02186688  95.87314051  11.92463930 113.64244475   0.47921771
     730   0.08100914   0.02102844  97.89716812  12.78391448  72.95842498   1.41486985
     731   0.22613281   0.04717960 113.49368105  12.83559231  82.38132219   0.69754783
     732   0.05005305   0.00830731  97.43641378  13.14010510 115.97648211   0.58133611
     733   0.07660208   0.01656490  97.82238873  14.27460716  90.95351096   0.26745672
     734   0.26109948   0.04874721 105.82011328  10.69948194 126.05368145   1.09545373
     735   0.17471539   0.05320864 101.85167850  13.51716733  94.00129429   0.15501270
     736   0.49465582   0.16043919  81.21927646  10.00008403  99.46357974   0.00319454
     737   0.09080554   0.03157760 108.15217687  14.08370810  78.56237787   0.95325180
     738   0.03247216   0.00919464  97.90859883  13.23720072  88.97176191   0.35111157
     739   0.06775021   0.01461186 100.32448300  13.26207365 111.02905711   0.37272861
     740   0.18050794   0.03445328 100.81806809  13.74154780 122.40378568   0.89584064
     741   0.20510297   0.06124181 100.58275939  14.03396488  94.21116158   0.14794922
     742   0.09754653   0.03700486 103.90787049  11.27283854  61.86404219   2.70669488
     743   0.10827361   0.03650447  99.62002066  14.67114804  74.43205644   1.28267274
     744   0.02935436   0.00506454  97.25505333  13.12567908 106.31632917   0.20200925
     745   0.23159381   0.05608825 108.37643021  12.66026342  87.20976440   0.43303116
     746   0.21148282   0.05847410 105.72909862  13.35403961  98.35274881   0.02490092
     747   0.17042005   0.02738689  94.47250853  12.17310669 114.84189428   0.53087596
     748   0.05207070   0.01546860  99.62210244  13.41097027  99.39209290   0.00142786
     749   0.09041679   0.01549037  99.69261306  12.53664436 105.07426876   0.16162493
     750   0.08845019   0.02019033  99.03503494  15.08343760  77.81850453   1.00833001
     751   0.50257566   0.13093259  85.19231974   8.00711776 104.24928907   0.13586802
     752   0.53192382   0.11462945  86.38987183   7.25571382 106.15825907   0.19676264
     753   0.05058079   0.00997485  97.17565606  13.92242402  95.89829275   0.09415838
     754   0.07708990   0.01813183  95.87929147  12.77888851  87.93115727   0.39860419
     755   0.09043463   0.01944513  96.80218172  11.58798414  87.35141885   0.42617213
     756   0.12500290   0.02713012  95.96549688  13.82705019  80.31484635   0.83043473
     757   0.06058208   0.01198602  98.91573997  12.62596239  81.00409761   0.78471260
     758   0.10317881   0.03461917 102.30698247  12.30921677  80.58237606   0.81251844
     759   0.08254177   0.01228020  98.54804587  12.56501053 116.44080799   0.60243114
     760   0.60636677   0.08547823  98.59295093   6.55590224 121.18658151   0.83260435
     761   0.09310524   0.02522273 103.70885269  13.50369854 105.19115064   0.16534299
     762   0.09417416   0.01531359  96.21466249  13.27922045 116.74556867   0.61641654
     763   0.10542381   0.02570771 103.15532030  12.54474848  91.45815048   0.24752090
     764   0.19914461   0.06379843 102.71346836  11.88699480  87.45709440   0.42108686
     765   0.05885805   0.01255421  98.68792911  12.86039665  91.71100727   0.23773381
     766   0.09991254   0.02916566  98.24029740  13.08109053  79.91026696   0.85794229
     767   0.08964743   0.02026885  99.62192106  13.57243966  99.70564482   0.00922344
     768   0.54467411   0.09710565  93.93757718   5.90343924 116.76202366   0.61717480
     769   0.14889103   0.04066622 103.89234519  11.78125581  87.89816410   0.40015154
     770   0.07941035   0.02034784 100.98544476  13.04555023  94.48888342   0.13873081
     771   0.68182710   0.17530826  80.45302973  11.55473493  93.90867650   0.15815677
     772   0.24990709   0.05429740 100.41099140  10.53851547 120.11139248   0.77815777
     773   0.11947902   0.03971641 100.05424715  12.15461358  61.41440677   2.77176451
     774   0.14408851   0.03492814 102.69322205  11.70115940  95.83463799   0.09609344
     775   0.06842402   0.01614348  99.87626180  13.41321096 108.77738984   0.28771850
     776   0.08315007   0.02418142 104.83724248  11.71545200  96.18436103   0.08555122
     777   0.05548044   0.01053284 100.65195677  12.43103718 100.17772055   0.02118865
     778   0.04979464   0.01255904  97.90231699  13.35844490  89.30801884   0.33629972
     779   0.12120263   0.02759032 101.49844757  14.23226436 100.61201845   0.03243933
     780   0.07953398   0.02293850  95.98762761  12.04336132  98.25319866   0.02751311
     781   0.09267740   0.01969158  99.16088525  12.16895522 107.25519125   0.23381495
     782   0.03062380   0.00538234  95.64648390  12.04671091  97.10435533   0.05884348
     783   0.10603073   0.02431606  96.83783030  13.52763961  94.38261872   0.14224080
     784   0.15489231   0.03448425 101.85593385  12.66275753  98.32398423   0.02565405
     785   0.21167517   0.04717921  96.39763108  13.35585770 104.77247060   0.15210366
     786   0.04585984   0.00780348 100.02637231  13.19662698  98.39904335   0.02369164
     787   0.12568423   0.02091657  97.36240696  13.02706270 103.56162587   0.11504866
     788   0.14653364   0.06445425 110.25674868  15.55459019  78.50273527   0.95760191
     789   0.08614326   0.01844698  94.62307929  12.81632132  95.72197102   0.09953626
     790   0.12998687   0.02275810  99.86506833  13.51493645 117.48457826   0.65078744
     791   0.04333443   0.01182989 101.83646115  12.61873888  93.16713273   0.18393021
     792   0.07167829   0.02026216 101.21252060  13.52976295  92.46735402   0.20924951
     793   0.09844084   0.01601337  93.65958542  13.35171398 106.44436362   0.20628182
     794   0.25080533   0.05096401  93.56800432  12.60749538 116.36513684   0.59897575
     795   0.03097733   0.01132005  95.48769849  12.44268996  88.60798586   0.36742750
     796   0.19500910   0.04836931  99.70296554  11.78822653  94.27276455   0.14589181
     797   0.06181869   0.01380141  97.36127322  14.27259675 102.49767711   0.08400125
     798   0.07855545   0.01383593  98.19539132  13.42469599 110.08792118   0.33643364
     799   0.15453043   0.02609479 108.19675489  11.97089178 130.41472957   1.35304076
     800   0.10617659   0.02286483 100.55277983  13.07980307 104.84261898   0.15430657
     801   0.07782580   0.01878592  99.16320027  13.67733471  79.91248401   0.85779018
     802   0.06405381   0.01465252 101.48106989  12.43219031 108.25426984   0.26886855
     803   0.09142162   0.03038781  99.86923896  13.37562677  80.81365438   0.79720350
     804   0.03486891   0.00610865  96.36602653  13.40870848  89.29812749   0.33673176
     805   0.07152639   0.01034665  98.79899245  12.74082282 120.43255720   0.79428174
     806   0.28986987   0.05941848 100.46752001  11.86130980 120.79470740   0.81260610
     807   0.08138738   0.01724078  97.31280402  13.63609494  83.94649280   0.60502063
     808   0.11880645   0.03292576  97.63290263  14.28578222  93.39462204   0.17590914
     809   0.08923776   0.02187109 100.17994954  13.38137161  98.90174570   0.01078242
     810   0.03333349   0.00673898  96.67635248  13.79080457  90.02087729   0.30574246
     811   0.47139198   0.10940720  91.11675493   8.33833702 112.86784021   0.44678417
     812   0.10561424   0.03129692  99.18203936  12.77385854  66.95950077   2.04302713
     813   0.10735775   0.02337799  96.14134254  12.90550819 101.97350568   0.06922443
     814   0.04872619   0.00727128  98.71118100  11.79074193 116.93164865   0.62501001
     815   0.22424447   0.05071963 110.35819116  11.79935712 113.21438360   0.46120405
     816   0.17119656   0.02854717 106.78685651  12.29270324 119.24040471   0.73503164
     817   0.27838930   0.06181983 114.26241092  11.85881869 111.86492361   0.40587858
     818   0.07769997   0.02101597  94.99068043  11.75076702  88.46028543   0.37413951
     819   0.01986075   0.00363793  98.57243228  12.94898165  97.43071427   0.04971877
     820   0.22272872   0.04822659  98.79951020  13.38273742 122.10056347   0.87992984
     821   0.50996467   0.07512582 107.76416429   4.59626576 133.32971872   1.53638140
     822   0.38749903   0.06627105 109.85944684   7.55621225 136.77218378   1.76399507
     823   0.09483900   0.02183109 105.45359469  13.03799914  99.95546534   0.01552114
     824   0.07150083   0.02099656  97.07069981  12.61684117 106.45525720   0.20664629
     825   0.15389587   0.03756653 101.43311335  12.76729835  92.28608021   0.21596939
     826   0.12570160   0.03342386  99.31302048  12.91770186  80.36077246   0.82734370
     827   0.04967004   0.01122736  99.11628040  13.47324895 100.92098980   0.04058545
     828   0.04684026   0.00763158  98.48293121  12.94800598 106.68225480   0.21427475
     829   0.50041206   0.05323114 153.47333066   4.20528303 190.73850931   6.60627670
     830   0.16027516   0.03011434  87.03565350  14.01574458 105.98955856   0.19119764
     831   0.20386964   0.05260954 101.89677835  11.55377505  86.81868473   0.45222150
     832   0.25976526   0.06905463 111.53915469  11.75796655 101.15811654   0.04691761
     833   0.11808712   0.02712871 100.40474334  12.68498118  72.36727397   1.47021258
     834   0.07418413   0.01605694  96.15782439  13.00748156  81.73896253   0.73751753
     835   0.08394304   0.01280323  98.17888471  13.05908988 118.25860707   0.68747910
     836   0.16794775   0.06125991 102.57525156  12.20608231  89.33625591   0.33506760
     837   0.03287299   0.00525220  97.97359345  13.24375092 107.86053206   0.25490537
     838   0.32411137   0.08645138  91.61027279  11.24981049 112.53249880   0.43296986
     839   0.07293880   0.01182630  96.57862743  12.26111258 104.35930644   0.13925371
     840   0.09234187   0.02864883 103.83511646  14.90965069 100.07708363   0.01861487
     841   0.07139938   0.01898081  97.85583764  13.09742854  69.23204264   1.78710703
     842   0.16160322   0.02897521  99.50010041  12.13708004 102.21693946   0.07604445
     843   0.08444056   0.01462204  99.86792932  12.64485976  80.73696718   0.80226386
     844   0.83849390   0.04012679  88.83417382  12.53905627 103.30159283   0.10733004
     845   0.10430056   0.02505557 101.90287891  13.20053264  87.60237324   0.41413975
     846   0.10934466   0.01946890  99.00832250  13.37999475  98.01734886   0.03376633
     847   0.11536970   0.02119426  92.62935663  12.58710081 106.38474903   0.20428991
     848   0.07341787   0.01155324  94.91647791  14.24920908 117.26249158   0.64039031
     849   0.06849990   0.01159207 100.07650209  14.63014365 100.51351365   0.02986707
     850   0.08825735   0.02378586  97.23291522  14.13481394  86.25122815   0.48073771
     851   0.02642336   0.00601649  97.00132428  13.81676483  93.81873738   0.16122573
     852   0.10664805   0.03710820  99.19209253  13.29183088  99.65884647   0.00805225
     853   0.08461116   0.01595267 100.34174578  13.07845167  84.40706162   0.57906978
     854   0.10616147   0.01875822  94.80674402  11.60288195 107.55837830   0.24432105
     855   0.75344397   0.08896695  81.68111168  11.89074106  98.10163598   0.03152111
     856   0.12180172   0.02443049  94.95195191  13.09844012  99.58689229   0.00625677
     857   0.05792547   0.02433504 100.88511601  13.87182473  79.04984030   0.91812365
     858   0.09439037   0.01681108  93.57626286  14.17018931 113.12557684   0.45749481
     859   0.28813183   0.05366257 113.49113860  11.55206084 136.45498726   1.74253033
     860   0.43873238   0.06287889 121.15087362   5.19155541 152.87588366   2.97601776
     861   0.07828330   0.01796970  96.74753646  12.58928013 102.67762848   0.08915319
     862   0.04332905   0.01239508  99.60519033  13.80276059  97.90684243   0.03672767
     863   0.07322723   0.01811932  99.01767576  12.45408044  90.96815744   0.26687047
     864   0.09187725   0.03929541  95.17796524  13.78225303  68.49885627   1.86716518
     865   0.06505335   0.01762683  97.10210778  13.17419406  91.13336238   0.26028965
     866   0.43025113   0.16349229  79.73673813  10.94297332  97.13128075   0.05808382
     867   0.31020780   0.05493601 115.49118017  10.13348982 140.55924011   2.02777919
     868   0.06559608   0.01153250  97.57513737  13.26724023 103.37399704   0.10947074
     869   0.07138963   0.02194772  99.01493633  12.96322271  98.95050833   0.00955168
     870   0.07313824   0.01185377  95.76703040  12.79312718 110.78614412   0.36325604
     871   0.09619424   0.01762208 102.06569115  13.97487685  95.43584383   0.10838249
     872   0.08684100   0.02471094 100.32391239  13.66357168  77.41247708   1.03915670
     873   0.08684881   0.03405917 100.97129897  12.34215615  93.21569468   0.18220939
     874   0.10651725   0.01751199  94.04226292  13.47212393 114.25853759   0.50553442
     875   0.05408699   0.00943019 102.58258989  13.13689303  88.65861142   0.36513856
     876   0.08125935   0.01505657  96.02641446  14.48763591 103.28812383   0.10693254
     877   0.09856808   0.02848950 102.66562963  12.96937888 100.59336917   0.03195141
     878   0.04303804   0.01020864  98.66987242  14.33632705  99.49918095   0.00407671
     879   0.10431330   0.02209420 101.82436014  14.49252451  99.62436753   0.00719110
     880   0.20875791   0.07308290 108.59190054  13.25222770  90.15598368   0.30007851
     881   0.05546319   0.00786958  98.43162978  12.08499697 109.67150700   0.32072392
     882   0.36214698   0.08048284  96.44314386   8.70417798 120.04494491   0.77483668
     883   0.14907891   0.02640286 106.46051439  11.81339124 106.84366225   0.21973815
     884   0.09396170   0.01833200  96.50632807  14.68967316 116.09857635   0.58685810
     885   0.68968927   0.11391507  85.06679008  10.86649618  99.68810377   0.00878414
     886   0.05369143   0.01159906  96.66924301  12.84712618  90.27193868   0.29524946
     887   0.09823655   0.01595911  99.44327657  13.53319774 116.17802544   0.59046093
     888   0.21653608   0.04042998 100.13274538  12.20550721 122.32179427   0.89152810
     889   0.12957584   0.01968453  96.07873450  12.30719602 114.82908704   0.53031519
     890   0.22473122   0.04321228  93.50233631  12.53629980 113.26558809   0.46334710
     891   0.05549575   0.01788973 100.01632216  13.53629684  78.39059690   0.96581183
     892   0.07603134   0.01415138  99.81566549  12.59003351 103.92901195   0.12609789
     893   0.21638192   0.04138625  98.85646183  12.23852837 108.68577119   0.28439256
     894   0.07415704   0.01521121 104.18577375  11.65823767 107.50600369   0.24249796
     895   0.53413388   0.18226117  78.07208259  10.62555294  91.21635340   0.25700569
     896   0.16884734   0.02795260  89.25059675  12.29167732 111.31327221   0.38390404
     897   0.04381291   0.00867486  99.29640332  12.72001492  88.55255045   0.36994073
     898   0.18209244   0.03482689 102.38530136  13.84588386 102.21029573   0.07585734
     899   0.14101887   0.02542752  97.88231125  13.22260024 113.54761033   0.47520768
     900   0.38474717   0.09001190  89.54073621   9.07191775 111.01660048   0.37224109
     901   0.13264036   0.04320525 103.22547333  13.55625287  96.73589025   0.06936389
     902   0.09572678   0.01830737  99.19949014  13.19707775 106.60689301   0.21173501
     903   0.02370263   0.00350126  98.47765282  13.66605189 112.67100606   0.43865899
     904   0.28736588   0.05775981 102.41266223  10.57972441 124.79376072   1.02487368
     905   0.18869606   0.05901515 105.05240854  12.83983198 100.06718730   0.01836244
     906   0.12664319   0.02374160 103.21057200  12.92732404 100.91645530   0.04046504
     907   0.07620076   0.01907763  98.95973931  14.54982149 101.55367773   0.05763585
     908   0.08027690   0.02165006 100.79678592  12.68885442  80.76973504   0.80009946
     909   0.40937215   0.06838071 110.91416393   8.49459162 136.30009138   1.73208439
     910   0.14235506   0.02653160 100.26907441  13.65883459  75.39599127   1.20051033
     911   0.08409644   0.01496744  96.41909224  12.71649338  82.72376940   0.67672045
     912   0.05067184   0.01057263  97.57136147  13.89583886  85.66972765   0.51079791
     913   0.10014500   0.03589822  98.75255562  12.89931964  86.68082729   0.45907572
     914   0.14735488   0.02934088 104.86858499  12.99749634 103.98717992   0.12786277
     915   0.02980516   0.00749672  99.85011194  11.19905598  82.71448162   0.67728096
     916   0.14107566   0.02332126  94.55963280  12.74106270 115.56618996   0.56291035
     917   0.15183506   0.04593330  99.31421729  12.69304443  77.98804306   0.99561871
     918   0.48452624   0.06765846 120.74260116   4.69082095 150.40766752   2.77546827
     919   0.09985998   0.01791534  95.97662104  13.79602606 108.42432421   0.27495890
     920   0.20840066   0.03432443  97.83992117  12.37635642 118.12400700   0.68104793
     921   0.16272668   0.02895506  87.04424663  12.82273431 105.96795144   0.19048745
     922   0.18837382   0.06666057 102.12730911  12.57843526  93.50271335   0.17213357
     923   0.16516839   0.04198325  98.35559864  13.88209191  92.20975412   0.21881887
     924   0.07839480   0.01423957  98.30398593  12.71795081  96.56165827   0.07442017
     925   0.08068101   0.02058732  94.79496404  13.22221266  95.06977240   0.11991775
     926   0.03481895   0.00830777  96.14839979  13.65055845  76.15275109   1.13831700
     927   0.08984933   0.01483552  96.07688581  14.16913062 115.61079326   0.56490367
     928   0.04308375   0.00958368  94.11059274  13.48746478  96.74496952   0.06910185
     929   0.14760377   0.03155158  96.83996515  12.33856016  94.89972600   0.12535994
     930   0.05091963   0.00883306  97.41385368  13.39266803 106.34743175   0.20304528
     931   0.08839027   0.01910555  97.52014649  14.78289221 108.99762958   0.29575632
     932   0.09218416   0.02594370 101.29432980  13.51992607  89.35794042   0.33412263
     933   0.04121626   0.01378668  99.27372112  13.39593647  95.08253814   0.11951135
     934   0.13364242   0.04949586  99.55121304  12.24514546  73.51880180   1.36364189
     935   0.31572599   0.05310090 119.21932415   9.58747789 148.25513261   2.60475346
     936   0.09712977   0.02321204  95.86322617  13.43270084  83.47098430   0.63241507
     937   0.04746470   0.01673202  98.75011738  15.18312839  78.71837335   0.94192792
     938   0.11240659   0.01739832  92.72249521  12.18653084 106.49339231   0.20792336
     939   0.23860642   0.05047109 103.30814061  11.83441304  90.95971333   0.26720840
     940   0.07154859   0.02068366  99.77062889  14.32079603  88.74922933   0.36105626
     941   0.09703751   0.02686165  99.30658863  14.91236388  65.64084067   2.20238728
     942   0.44410911   0.11008708  88.11630871   8.83812111 106.41670154   0.20535699
     943   0.11065016   0.02039305  94.75381252  14.22780459 114.71807772   0.52546293
     944   0.09185511   0.02060049  99.58055260  14.09077585  88.32172819   0.38048226
     945   0.02376181   0.00473415  98.51232480  13.97707129 100.76846180   0.03654922
     946   0.08174390   0.02189942  95.49606829  15.30533581  67.69520012   1.95764173
     947   0.59721248   0.14468690  80.18040885   9.16489466  95.24861483   0.11425158
     948   0.05935939   0.01828191 101.39421581  13.18407911  79.06082529   0.91734073
     949   0.05977295   0.00936838  96.02457032  12.94538713 115.59673284   0.56427505
