 MRK M_P SD_P M_XtX SD_XtX XtXst log10(1/pval)
     572   0.14525695   0.02926276  97.68109620  12.66050210  81.20633262   0.77156617
     573   0.22618061   0.05835780  99.81998521  12.37169054  99.31860373   0.00038209
     574   0.12197784   0.02729750  97.52284390  13.37543756  86.19496504   0.48360885
     575   0.75231165   0.05769603  80.81957405  11.05816287 108.46265531   0.27633666
     576   0.03822046   0.00812910  99.16748790  14.79823715  94.59157996   0.13535892
     577   0.84910888   0.02875568  91.62821167  13.05731299 116.10682542   0.58723183
     578   0.02475518   0.00721864  98.20154602  14.30190332  61.36143090   2.77950496
     579   0.11844291   0.02602099  92.92253248  13.03553612  86.40262948   0.47305099
     580   0.25268580   0.06141314  97.07658236  11.46220374  97.05947845   0.06011235
     581   0.13260078   0.02331442  94.82007246  12.97320538 116.15113539   0.58924069
     582   0.25703083   0.04539339 102.15465070  11.12967939 136.95608591   1.77648488
     583   0.10575327   0.02268616  93.59477169  13.37160395  86.98896017   0.44382005
     584   0.09976907   0.02249876 101.99313672  14.59236591  98.59507965   0.01860928
     585   0.48696610   0.06247975 109.72442736   5.77501385 148.21843006   2.60187702
     586   0.15504617   0.04353496 101.57375962  13.73897763  66.81665399   2.05989480
     587   0.06507355   0.01799499  94.79926385  13.18611636  72.16210358   1.48973720
     588   0.07021368   0.01828967  95.61651894  13.01499195  79.72135386   0.87095847
     589   0.05941692   0.01523090  99.40739963  13.86499131  84.62011372   0.56725697
     590   0.02895126   0.00701547  95.30457884  14.33906723  99.67254305   0.00839475
     591   0.17927382   0.04817841 102.88512500  13.68650293  69.29385095   1.78046455
     592   0.06528478   0.01391460  98.10689136  13.14703144  75.39975618   1.20019594
     593   0.64042575   0.09793676  82.53219572  10.02548241 110.67180428   0.35882244
     594   0.30889393   0.13904717 104.14379032  11.24104606  78.12110755   0.98570782
     595   0.09670200   0.02551439  94.88511619  13.49392754  71.71798242   1.53256768
     596   0.45888880   0.05942197 133.85913995   7.33405993 184.55992518   5.95096372
     597   0.08106719   0.02859250  98.70113526  14.34962771  75.63067311   1.18100866
     598   0.07691249   0.02322739  96.17453369  12.49747101  86.09989227   0.48847857
     599   0.04569861   0.00977745  92.64566760  13.48094519  78.10216191   0.98711541
     600   0.06123571   0.01486797  97.01097521  14.06251223  63.69408959   2.45314291
     601   0.21206897   0.04597049 105.42221180  12.50460443  96.30332313   0.08201460
     602   0.51477766   0.10072425  76.62415348   6.70629539 101.48000600   0.05562488
     603   0.05347535   0.01989046  94.76873094  13.03742335  66.22084625   2.13127849
     604   0.05442018   0.01734442  99.97512332  13.44270513  86.83115853   0.45160362
     605   0.59921730   0.07420118  96.44355395   7.15240651 131.29760377   1.40764242
     606   0.05957947   0.01102273  93.13666067  12.75372780  89.10427843   0.34524356
     607   0.12288773   0.03205998  96.56337633  13.09768945  95.23929154   0.11454551
     608   0.20485096   0.03573050  96.27782807  11.82939074 121.68636380   0.85836468
     609   0.09641069   0.03039743  95.58718110  13.65314107 104.36350416   0.13938319
     610   0.21644947   0.05329887  98.92171493  13.22965816  93.17354084   0.18370287
     611   0.18651275   0.05489615  96.08986435  11.11130695  83.67365244   0.62066384
     612   0.04593802   0.00957342  98.74639486  13.92277356 102.64841853   0.08831417
     613   0.14973229   0.03471443  96.87661659  12.64729550  92.51386363   0.20753615
     614   0.11930349   0.02700159  99.22032598  14.11358819  69.56968833   1.75102017
     615   0.21525370   0.08148935  98.16347586  12.50071028  94.88689899   0.12577263
     616   0.67711880   0.10049200  75.21478444  10.17558968  98.13229695   0.03070727
     617   0.33008053   0.05576715 119.04783495   9.51951083 161.30945935   3.69815251
     618   0.44989573   0.05477957 153.59586007   8.37834817 210.98695546   8.89525852
     619   0.12279779   0.02870877  96.93978588  14.33721009 117.45687793   0.64948744
     620   0.19874251   0.03958865  90.14266275  12.78583136 113.67886233   0.48076051
     621   0.55331463   0.07229436 108.13937390   7.05065885 146.52015857   2.47005981
     622   0.11910161   0.02647665  94.34414561  12.38057233 119.46153413   0.74589717
     623   0.36487888   0.07573837  90.06713283   8.63642474 122.27723118   0.88918736
     624   0.18641107   0.04993712  93.18593519  12.80000407  73.80757800   1.33770461
     625   0.15352695   0.05387775  91.65575377  11.83983243  64.78158552   2.31073333
     626   0.80072154   0.05385797  94.87440504  12.75398467 107.79268998   0.25251899
     627   0.04311720   0.00989067  98.65766901  13.98189674  83.93089854   0.60590928
     628   0.25020197   0.07921397  92.67296618  11.74419351  84.43243379   0.57765667
     629   0.20649691   0.04115837 108.43111300  12.96954667 113.72218493   0.48259793
     630   0.10977242   0.02619592 101.59087005  13.80387411  97.63828914   0.04400861
     631   0.18234329   0.04203405 104.93080942  12.92230215 114.54474163   0.51791605
     632   0.37929304   0.06843799 100.90759104   9.25877163 124.43412955   1.00504922
     633   0.60024001   0.07972953  87.74883172   6.86366965 119.97131007   0.77116233
     634   0.20959485   0.05193686 110.94813841  12.49409670  92.52186338   0.20724189
     635   0.12624216   0.04189472  97.76551069  14.58648927  78.73339722   0.94084142
     636   0.07490131   0.02169440  99.53831083  13.41775022  66.67904995   2.07623321
     637   0.12572448   0.02918665  95.62440295  12.41932112  77.68930943   1.01807984
     638   0.15172620   0.03394592  97.97912112  13.30345010  81.33496582   0.76326711
     639   0.03094622   0.00597322  96.46071624  13.89613807  97.44976070   0.04919181
     640   0.37861786   0.07550899 119.58189967  12.40199501  74.97877740   1.23566251
     641   0.23903801   0.07168458  94.48576254  11.51585780  69.18929104   1.79171111
     642   0.41089073   0.06633764 103.49534861   7.69307504 139.22252410   1.93310398
     643   0.23707662   0.06238484 100.47778906  13.74410666 110.16739253   0.33945617
     644   0.44522644   0.05755295 134.93786950   6.13023235 185.20034716   6.01787102
     645   0.06373487   0.01235119  95.76052268  13.90641837  91.04902785   0.26364178
     646   0.12284849   0.03097435 100.17698907  12.68960328 106.15129901   0.19653234
     647   0.29096948   0.05654341  84.27489627  10.99241069  97.92609291   0.03621035
     648   0.10804884   0.02827237  96.72425976  13.16795521  66.52708347   2.09437983
     649   0.20447879   0.03640690  96.44395704  12.46442380 102.93052834   0.09646190
     650   0.07681910   0.01299153 103.92860362  13.80230701 115.22448333   0.54771868
     651   0.23918579   0.06819525 104.60615832  13.51171315  82.50897634   0.68974523
     652   0.24857347   0.05736368  93.21282428  12.07235657  86.13052068   0.48690727
     653   0.09612078   0.02443807 101.28284679  13.74326287 118.35629854   0.69216012
     654   0.14970995   0.03291417  96.26629714  12.02951771 114.10004011   0.49872018
     655   0.18660360   0.04736753  99.73934768  11.82074960 109.67953292   0.32102468
     656   0.11372627   0.02324074  93.87349118  13.29789626  88.10873863   0.39032007
     657   0.06313222   0.01773107  95.04271546  13.18468494  86.55402353   0.46542185
     658   0.76231587   0.05177600 108.22219133  11.24485737 142.88933003   2.19680997
     659   0.33295507   0.06090873  92.82001183   9.91081921 125.70424087   1.07570316
     660   0.10592862   0.04289211  97.43701856  12.97948486  71.84682320   1.52006219
     661   0.14904164   0.04156252  98.00354786  13.03974516  68.61357065   1.85448437
     662   0.11179799   0.03364233  91.52973724  13.28194086  86.31994383   0.47724187
     663   0.28772086   0.08956184  94.24543106  10.25274351 108.94890790   0.29397300
     664   0.11218742   0.04028599  98.54821581  13.87145411 103.69808990   0.11913315
     665   0.27204611   0.05271670  99.89872345  11.00297337 135.84831131   1.70175206
     666   0.10231348   0.03290824  99.13712459  12.35109428  86.55494825   0.46537543
     667   0.57704865   0.07249849  90.67717808   5.00647339 123.80550821   0.97074263
     668   0.07586778   0.01768687 101.08242226  13.10371370 113.37971708   0.46813520
     669   0.04499033   0.01217793  97.41717046  14.16911672  77.46653506   1.03502100
     670   0.07740867   0.01679250  98.05887040  14.16163814 101.34527898   0.05196482
     671   0.16531902   0.05967255 101.79693424  13.66953424  73.67691944   1.34940148
     672   0.22422386   0.06095708  98.28191451  13.06163908  84.18754189   0.59136767
     673   0.23276409   0.04801376  88.26160935  11.38891218 108.54103977   0.27915979
     674   0.05824891   0.01406626  97.86033804  14.66154466  81.33685527   0.76314557
     675   0.13127576   0.02940725  99.13290881  13.74899787  82.58811692   0.68493109
     676   0.76085563   0.05606480  78.92537335  10.75815720 104.43086130   0.14146387
     677   0.10854304   0.03476278 100.81138701  12.85736933  87.36027389   0.42574498
     678   0.06791127   0.01846401 102.13928742  13.76941538 113.06794948   0.45509299
     679   0.25914885   0.04329256 108.76362060  10.23763143 146.52497352   2.47042997
     680   0.34900875   0.06484523  93.63541526   9.20898646 126.92853019   1.14548603
     681   0.26201952   0.04533831 114.26093103  10.36108957 152.57324877   2.95115644
     682   0.37015673   0.08327802  82.75110974  10.01069195 107.07587099   0.22765514
     683   0.58286653   0.07134719 101.57948741   5.83861405 137.33605838   1.80239553
     684   0.13725918   0.03897882 100.83717475  13.20432702  73.83010025   1.33569479
     685   0.06095403   0.01289899  94.37593984  12.81847432  94.88203982   0.12592905
     686   0.29187408   0.06302753  83.87967673  11.91738833 104.76416814   0.15184334
     687   0.55198548   0.07796466 100.64403438   6.65690950 135.08840015   1.65118771
     688   0.09603670   0.01830739  93.70564089  12.91527781  82.15560964   0.71145751
     689   0.11398377   0.03363635  99.39029959  13.69203076  75.91321489   1.15778655
     690   0.06098081   0.01813972  97.98710869  13.02376829  94.10448520   0.15152909
     691   0.13718115   0.02376171 102.84599580  12.91590720 130.30079770   1.34605393
     692   0.31049088   0.09409477  72.72139995  12.85695155  98.63568642   0.01756426
     693   0.11674366   0.03690313  96.61736147  14.46580562  79.81610640   0.86441624
     694   0.49742660   0.06954958 119.13604856  18.67715839  68.39665895   1.87851117
     695   0.06509943   0.01353228  95.06435384  13.19042580  88.45090726   0.37456740
     696   0.10643693   0.02336447  96.20270354  12.67502649 102.57368987   0.08617254
     697   0.05882804   0.01160357  98.77713930  14.48099360 114.27384315   0.50619405
     698   0.10241431   0.02211939  93.98904630  13.95079351  92.20270330   0.21908270
     699   0.04763759   0.01372249  99.76190708  13.82482029  78.76038823   0.93889130
     700   0.19967743   0.04233979  97.27717694  13.62732824  79.95126583   0.85513196
     701   0.30765436   0.06250271  93.10175063  10.87251180 123.66913887   0.96335864
     702   0.16765908   0.03358347 105.54469887  12.01340205 102.19778536   0.07550516
     703   0.06557211   0.01448386 100.95950477  14.11934989  96.32371315   0.08141093
     704   0.04585250   0.01342277  97.99349811  13.01434560  80.30934437   0.83080547
     705   0.20975003   0.05534663  91.19400564  12.86882436  86.36569334   0.47492096
     706   0.45325768   0.08340963  92.02945347   6.17454386 122.70673880   0.91184146
     707   0.34514368   0.05904391 112.19455402   9.54663170 152.85151216   2.97401287
     708   0.02848986   0.00873912  97.87221840  12.80078881  62.22008014   2.65595940
     709   0.02087667   0.00410671  99.84160440  14.40523409  64.52864680   2.34332272
     710   0.07354113   0.01418246  99.02207282  12.23899634  83.38216313   0.63760064
     711   0.09494274   0.01714808  94.91461047  13.76460229  82.39799592   0.69652605
     712   0.14968196   0.06362272  97.33614489  13.86352682  54.16054020   3.99083744
     713   0.09958797   0.02750784 102.70624271  13.58469198  89.13025191   0.34409811
     714   0.46459793   0.09904893  77.96170249   9.70519378  98.79395473   0.01351640
     715   0.11002401   0.03728168  99.32976204  13.81476571  86.09046924   0.48896247
     716   0.44181409   0.09813868  83.71357473   7.20775777 111.77215024   0.40215690
     717   0.12706646   0.03209858 102.96202657  13.08566706  83.43719209   0.63438537
     718   0.41789212   0.15498210 100.61699148  11.30563472  64.59553925   2.33467296
     719   0.04649624   0.01351470  99.76248753  12.69760057  79.84677719   0.86230449
     720   0.10199676   0.02888462  98.34764621  13.24717689  60.61757109   2.88986280
     721   0.18294944   0.03637969  99.70778050  13.03737789 115.49776832   0.55985723
     722   0.08765232   0.02191838  98.39324112  13.86967207  89.40636553   0.33201618
     723   0.07859251   0.01551195  96.03563311  13.51557564  83.08282923   0.65523672
     724   0.06267994   0.01364105  97.74212934  13.58586144  94.16353034   0.14954496
     725   0.08432083   0.02060624  95.01370467  13.59007798  85.57516563   0.51576752
     726   0.11851183   0.02124434  97.75655036  12.98047864 108.62944217   0.28235289
     727   0.51635513   0.08758783  88.66522202   5.57368179 121.37384892   0.84222323
     728   0.03193353   0.01058013  96.87099554  14.05421977  62.59042898   2.60391471
     729   0.18911937   0.03701278  81.29181965  13.02593196 103.01577340   0.09894344
     730   0.12260992   0.03639490 101.74256099  13.34683243  77.04199724   1.06776240
     731   0.18841165   0.04628319 103.70731760  12.28887782  70.90618851   1.61289058
     732   0.07124393   0.01085372  98.28166093  12.50116415 117.41834458   0.64768056
     733   0.09218990   0.02279137  97.28082483  12.83470955  88.25235838   0.38367469
     734   0.25850487   0.04694801 109.49265507  11.86266914 136.20211990   1.72548954
     735   0.19254137   0.05458807 106.18861514  14.21636439  97.51631011   0.04735536
     736   0.68846768   0.05689120 103.09060585   9.16353353 139.97152692   1.98594519
     737   0.09863490   0.02661856 101.96048664  13.78539979  75.46550807   1.19471334
     738   0.01887436   0.00420455  96.10771707  14.69916810  81.33320891   0.76338013
     739   0.06293115   0.01166430 100.89292183  13.33167372 101.78337746   0.06394912
     740   0.17021388   0.02657768  96.38119308  12.15175894 128.88766705   1.26053108
     741   0.30362498   0.07939853 103.44971412  16.09342896  70.10150703   1.69516278
     742   0.10455161   0.05747740  98.93772653  13.19805423  53.46309949   4.12665154
     743   0.11168097   0.02704158 105.01793143  13.37169356  72.71618115   1.43738542
     744   0.04647081   0.00926062  94.99696931  13.63786415  99.54559458   0.00522914
     745   0.21483522   0.07541898 107.40368012  13.99133266  73.80863554   1.33761020
     746   0.17453852   0.06385547 101.76244058  12.90349984  88.16583113   0.38767255
     747   0.21709042   0.03498675 111.34766408  11.84548094 149.50686426   2.70354641
     748   0.09217458   0.01655874 101.62897813  13.95072133 103.90113139   0.12525345
     749   0.10641094   0.02326293  98.13279691  12.91508492  99.98217646   0.01619905
     750   0.14865018   0.03056527 102.21416422  15.54422524  95.92692074   0.09329046
     751   0.34396652   0.06492044  92.58795909   9.19733364 124.95685834   1.03391163
     752   0.65423434   0.07356737  89.85487005   8.33744277 118.53291494   0.70065137
     753   0.08748139   0.03167001  98.81088559  14.54596309  92.14797466   0.22113403
     754   0.05154470   0.01063983  96.56144329  13.69350768 103.86038592   0.12402113
     755   0.12237247   0.02523387  97.99279190  12.73336725  70.66472385   1.63729790
     756   0.18533252   0.05612106 103.33102858  13.81900202  69.97830940   1.70799625
     757   0.09340918   0.03004244 100.46997980  13.78239408  93.07054903   0.18736659
     758   0.04555846   0.01855090 100.24153171  12.56394032  58.34344572   3.24730124
     759   0.12147280   0.02514214  94.37630342  12.85594072 119.40155251   0.74294426
     760   0.67822124   0.05024456 117.06178176   7.70651131 159.34596360   3.52509393
     761   0.12281458   0.02499972  96.62691769  13.22050126  86.36108278   0.47515462
     762   0.09441349   0.01530508  99.65693996  13.95250271 128.31657146   1.22656958
     763   0.07143185   0.02080142  99.28841119  14.04199980  67.92168978   1.93185089
     764   0.29148044   0.06792691  93.47384529  13.06828693  66.26200263   2.12629374
     765   0.07150323   0.01543630  94.72200820  13.55697147  90.87056749   0.27078532
     766   0.13485641   0.02616463 102.25350425  13.04820119  75.43085890   1.19760059
     767   0.12185707   0.02484467 102.06470743  13.97900661 105.25799393   0.16747698
     768   0.54724272   0.08273979  98.22773184   6.32049778 133.96354086   1.57739803
     769   0.19297931   0.06567681  97.20508303  12.02250353  73.58278149   1.35786846
     770   0.12287693   0.02663231  93.90205846  12.95002632  97.62044611   0.04449661
     771   0.56787876   0.08867435  93.06797529   7.94139569 121.96835600   0.87302528
     772   0.25082484   0.04793698 115.98944981  11.94718922 147.89462554   2.57655032
     773   0.23169949   0.09330516 102.72097978  12.40247121  69.24258625   1.78597276
     774   0.17717495   0.06124233  98.55090328  15.42729852  90.90248198   0.26950281
     775   0.07998563   0.01444282  99.49802964  13.33312787 107.11972231   0.22915778
     776   0.09933336   0.02912072 104.61574428  12.66396032  66.28151622   2.12393312
     777   0.05409130   0.01068981  99.53069522  14.25126491  81.40043487   0.75906190
     778   0.10226056   0.03435287  91.40214806  13.38025675  88.40453913   0.37668602
     779   0.32360546   0.11885491  88.35096220  10.10354689  89.18872900   0.34152488
     780   0.09208610   0.02809336 101.22624025  14.27222390  94.02499475   0.15421079
     781   0.14910665   0.02993581  89.66227327  13.05137545  95.66902496   0.10116205
     782   0.02646782   0.00502403  97.15192105  14.35388071 105.10535953   0.16261227
     783   0.08173368   0.01936034  95.31131776  13.81493965  80.72374043   0.80313844
     784   0.45476044   0.10109202 101.23075232   9.44852494  81.63387950   0.74416941
     785   0.19936273   0.03742665 105.39662010  12.64653111 111.33712172   0.38484633
     786   0.02993999   0.00534363  97.40622955  12.47336243  97.37414548   0.05128747
     787   0.14210610   0.02917705  90.68877231  12.56245949  88.90605994   0.35403586
     788   0.19857616   0.04483868 102.40073627  13.34889982  74.21938388   1.30125321
     789   0.10146639   0.02195080 101.58462453  12.61408458 101.62215846   0.05951117
     790   0.21454270   0.06139524  98.95152086  13.02865011 116.26745717   0.59452546
     791   0.04084989   0.01065483 100.15670184  13.96345916  82.82119705   0.67085537
     792   0.04964054   0.01296371  98.04063436  14.78633810  75.11706247   1.22394258
     793   0.08731882   0.01548234  99.59372465  13.66984266 108.79664087   0.28841868
     794   0.23103759   0.04068652  99.79561223  11.64635686 135.40079483   1.67190497
     795   0.06019041   0.01577545  97.36456880  13.32936101  86.69383841   0.45842680
     796   0.21376262   0.05973812 104.99045928  12.61886994  92.98039207   0.19059103
     797   0.08503817   0.01579115 103.92944316  12.77353697 116.21524046   0.59215113
     798   0.06183705   0.00991333  97.89181861  13.03436878 113.17376387   0.45950627
     799   0.17070622   0.02677689 113.77658713  12.62920142 147.49268823   2.54523875
     800   0.09604613   0.01968940  99.56735929  13.92526824  93.90151979   0.15840041
     801   0.13486768   0.05200115 105.52459723  15.15444875  76.27477707   1.12847506
     802   0.21797897   0.06373522 104.11303685  14.38290759  65.86759965   2.17439451
     803   0.07432778   0.01464644  96.34797728  12.99007273  84.31774292   0.58405803
     804   0.02875037   0.00951570  97.13104748  14.05462597  92.13474323   0.22163088
     805   0.08317128   0.02343305 102.16993302  13.80210337 116.20544330   0.59170601
     806   0.28825502   0.05626952 106.16536345  11.31722424 140.09889565   1.99498378
     807   0.12154166   0.05450451  99.66407310  13.99816068  88.29361896   0.38177450
     808   0.17453745   0.03840699 106.07732917  12.42855366 116.51715070   0.60592411
     809   0.09918167   0.02241985  97.55818659  13.20652930  80.05702614   0.84790625
     810   0.03074426   0.00797334 101.32196147  14.11225430  84.10367020   0.59610039
     811   0.56944586   0.08844864  84.11515284   5.89907993 114.37132600   0.51040200
     812   0.07201964   0.01454908  98.37031423  12.99271324  80.82999050   0.79612780
     813   0.29612468   0.07067650 104.86990158  11.03289680 110.64552632   0.35780578
     814   0.05830228   0.01167849  93.82984524  13.60120245 101.48286167   0.05570270
     815   0.21564401   0.04333567  99.52338581  12.43105494  91.58661088   0.24253198
     816   0.19013089   0.05283850 107.01121911  12.88892390 109.83119204   0.32672285
     817   0.15368231   0.03753859 101.50969850  11.97801706  98.46845179   0.02188509
     818   0.09654304   0.02881160  96.46012098  13.00961622  84.32188078   0.58382647
     819   0.02424073   0.00762445 100.36348402  14.48801630  76.25237528   1.13027802
     820   0.22054301   0.04071774 103.72385513  12.50396436 139.35609842   1.94248843
     821   0.61135688   0.05807341 124.80931920   7.51373027 171.32815275   4.62479184
     822   0.33555203   0.05244801 114.09457610   8.99024474 154.45348794   3.10682736
     823   0.15748937   0.04706574 101.91972578  14.97457907  65.11079862   2.26879318
     824   0.08955572   0.01775811  99.75590575  13.98278345  90.03193026   0.30527758
     825   0.21582760   0.04911926 113.91684141  13.72216112  92.11944333   0.22220587
     826   0.12178474   0.03453742  99.79820114  13.43572725  84.21167782   0.59000922
     827   0.09445293   0.02267093  94.35501337  13.93241215  88.68148725   0.36410622
     828   0.06107948   0.01311659  96.78623918  14.70882152 109.00724691   0.29610869
     829   0.49124407   0.05416912 142.17206987   6.80476565 195.09291627   7.08084853
     830   0.28528918   0.06318996  79.49537281  11.39577615 104.29962288   0.13741512
     831   0.34625877   0.10361731 107.18862359  12.50849853  75.20507948   1.21651856
     832   0.38658445   0.14591653 110.49819859  12.80988406  83.33249807   0.64050966
     833   0.20944765   0.05493095 104.18601765  13.09732388  87.24980372   0.43108749
     834   0.06004576   0.01504905  99.15801442  13.36492259  71.96687598   1.50846882
     835   0.08448603   0.01297978  98.47635593  13.12931075 122.35535327   0.89329227
     836   0.14108473   0.04550755  96.66403243  12.91367202  62.74725520   2.58209824
     837   0.04359261   0.00828407  99.53395754  14.45578804 110.47093809   0.35107281
     838   0.28530590   0.05167569 101.28344225   9.56724812 135.93861663   1.70779902
     839   0.07669499   0.01418282  96.01064609  14.81794738  87.93420706   0.39846129
     840   0.09611183   0.03453091  97.30019418  13.30772549  71.77516919   1.52700891
     841   0.07874694   0.02917455  97.67056449  14.49771117  70.35087411   1.66938044
     842   0.26331900   0.05618517 104.41240329  12.16654301  91.20052448   0.25763091
     843   0.08308906   0.01692930  98.81401811  13.55963815  74.55796147   1.27175071
     844   0.85370910   0.02884874  90.22155669  11.25742594 114.22762286   0.50420292
     845   0.14627532   0.03102660 101.83016599  13.97398038  87.67075596   0.41088729
     846   0.22481385   0.05172816 101.08650854  12.45583505 100.28971828   0.02406769
     847   0.13078092   0.02986279  96.08659364  13.50414033 112.87729895   0.44717581
     848   0.08608001   0.01354915  94.39299943  13.59728972 121.49702126   0.84857178
     849   0.07356029   0.02162738  99.84057091  13.14698302  90.28410709   0.29474441
     850   0.07911613   0.01972092  99.12964422  14.39381940  76.66016980   1.09772728
     851   0.04366285   0.01431300  99.24907914  14.43322793  86.50031010   0.46812208
     852   0.08900117   0.02074075  90.70233883  14.36790665  82.31249299   0.70177408
     853   0.08502436   0.01879449  97.99112999  13.56129707  76.73005868   1.09220566
     854   0.05534595   0.01198662 107.07722839  14.76894028 113.99408921   0.49418206
     855   0.73622680   0.05528190  91.97550511  10.60254531 120.76685945   0.81119167
     856   0.11630886   0.02046971  92.93631318  13.27079473  99.51907669   0.00457039
     857   0.05415569   0.01265532  97.91962482  13.56648262  71.99174629   1.50607423
     858   0.11349705   0.01737629  99.34537630  11.90691776 129.22845450   1.28096228
     859   0.27247613   0.05122740 115.16109912  12.87403318 150.25040866   2.76286298
     860   0.42176245   0.05358274 126.97863572   6.46991577 175.33529430   5.01471000
     861   0.06865502   0.01165699  99.04379918  13.59763917 110.56024509   0.35451222
     862   0.11343750   0.03164316 102.29976055  13.02401336  94.63899926   0.13380866
     863   0.06464333   0.01552219 100.72921850  14.66637598  84.21504217   0.58981999
     864   0.10536689   0.02389535  97.60920746  13.18774670  70.55377339   1.64859307
     865   0.06984021   0.01326448 100.21275798  13.93599214 104.01533650   0.12871860
     866   0.67803975   0.05913113  93.54735412   7.27747315 128.11673771   1.21476836
     867   0.36714580   0.05841947 119.26419893   7.96665715 162.00553217   3.76019812
     868   0.07741855   0.01617346 104.70443315  13.32884261  93.13686076   0.18500528
     869   0.14029123   0.03105441  97.97582032  12.86962722 104.29164663   0.13716974
     870   0.08607580   0.01568244  99.09537548  13.92059531 117.93995277   0.67228832
     871   0.17666638   0.04461556  94.90690908  12.81699100  84.06063698   0.59853602
     872   0.06411056   0.01433987  97.09419480  13.02529659  78.27854382   0.97405600
     873   0.13337257   0.03115475 102.95502424  13.40692319  88.77708391   0.35980523
     874   0.11456976   0.02011554  95.68282011  13.68141364 123.74275451   0.96734212
     875   0.07973116   0.01851853  99.88001679  13.41254186  79.30238704   0.90022007
     876   0.08885959   0.02319396  98.73929315  14.09295263  93.62861996   0.16776453
     877   0.17207803   0.07065383 102.23721886  13.23367522  87.02036350   0.44227837
     878   0.05169365   0.00894847  98.61105344  13.67265829 102.76153323   0.09156916
     879   0.10088856   0.01957112  98.58151461  13.70650570  86.56250854   0.46499596
     880   0.12431452   0.02488929  99.74482049  12.52872240  77.04297875   1.06768601
     881   0.06572497   0.01147702  97.01443181  14.96961262 109.47064190   0.31322282
     882   0.46522318   0.06995509 100.45678748   5.94998782 136.32044573   1.73345571
     883   0.27183685   0.08727587 108.33527379  12.23182218 109.17434144   0.30224911
     884   0.10911211   0.01942279  94.09543678  12.50736366 110.15466205   0.33897147
     885   0.53803933   0.08831677  91.12741742   5.84333019 117.36209802   0.64504623
     886   0.07349358   0.01767060  99.55682212  13.19033954  98.27690977   0.02688947
     887   0.14558186   0.02848485  94.66388194  13.04488829 118.28020160   0.68851287
     888   0.28281840   0.06358900  88.82547588  10.80252660 116.31997141   0.59691659
     889   0.18864014   0.03545963 100.58186587  12.72421197 128.55659196   1.24080053
     890   0.33918936   0.06173294 100.11483712   8.75500101 131.99208601   1.45116185
     891   0.08322444   0.01776723  94.87644824  13.54030228  82.14482920   0.71212551
     892   0.09799234   0.01871990 101.51705966  13.99889429 110.40109520   0.34838982
     893   0.31189494   0.07313688 102.54653537  11.25357342 112.67676208   0.43889592
     894   0.06558444   0.01393590 100.97890164  13.13481327  88.90973095   0.35387221
     895   0.68415953   0.07080482  86.09088498  10.26346626 108.56073671   0.27987040
     896   0.22592220   0.04096929 103.13875973  12.53017144 138.55838886   1.88669722
     897   0.04807559   0.00987031  96.75400452  12.88175757  76.68034447   1.09613166
     898   0.14565321   0.02462516 103.39870879  13.51850608 111.09569035   0.37533973
     899   0.16316296   0.03318055  94.17274894  13.49591931 118.30754332   0.68982255
     900   0.32663397   0.06068345 100.53031170  10.12220396 135.58751362   1.68433404
     901   0.24554147   0.06298501  98.94789628  13.06317675  82.14925411   0.71185128
     902   0.17146550   0.04409594  98.78459613  13.22368245  86.30084563   0.47821228
     903   0.04359750   0.00974676  98.63467196  13.42806358  85.67033793   0.51076591
     904   0.35654265   0.05855100 111.90534155   8.87355776 150.07411177   2.74875648
     905   0.17441284   0.06037995  95.77517215  12.36965276  86.03142541   0.49199962
     906   0.24037157   0.06654347 104.38243015  12.34131568 110.66148208   0.35842299
     907   0.06961108   0.01401552 101.48303724  12.76454905 101.38877675   0.05314400
     908   0.13027705   0.03083500  93.65579889  13.00888936  65.29263748   2.24585697
     909   0.44779369   0.07660436  97.62636649   6.28369125 130.73280276   1.37261839
     910   0.15820755   0.05316324 101.68143740  13.06020461  86.54811645   0.46571846
     911   0.12550509   0.02571972  96.40760433  13.30327660  88.10075123   0.39069108
     912   0.06547131   0.01667626 102.85896587  14.10174265  81.36248400   0.76149803
     913   0.20674718   0.04186563  99.46414313  11.74427682  88.18494264   0.38678801
     914   0.29385851   0.06986398  97.15077581  12.26867724  93.78044335   0.16253716
     915   0.03689302   0.00857462  99.26935466  14.36784213  63.38451134   2.49478972
     916   0.25471737   0.04938792  84.27317787  12.36930398 110.74554934   0.36168010
     917   0.12662272   0.02746084  99.35304489  13.32873150  65.21024538   2.25622937
     918   0.48619074   0.06045976 131.57013977   7.11704753 180.65219401   5.54797829
     919   0.10625768   0.02962233  97.70991774  14.60323876 100.93905825   0.04106549
     920   0.25299067   0.04978850  92.74401586  10.70152929 119.25750925   0.73587006
     921   0.24604592   0.05447359  80.03455326  13.10245964 107.36432384   0.23758343
     922   0.37284744   0.11838954  96.71580295   9.02233055  78.25505372   0.97578939
     923   0.16419205   0.04365480  97.56863778  12.99236088  98.44822692   0.02241070
     924   0.11610143   0.02324713  97.13347274  12.58085557 109.76283097   0.32415085
     925   0.08211675   0.01975514  97.56725480  13.92516943  89.25191850   0.33875302
     926   0.03233107   0.00800738  97.18124677  14.35721679  79.05674741   0.91763132
     927   0.13318955   0.02272499  91.55097239  13.64475182 120.20004531   0.78259665
     928   0.04780552   0.01384632  94.01262566  14.11776158  99.77891400   0.01106250
     929   0.20489780   0.04507030 105.97535138  15.58213629  72.24357004   1.48196491
